App Name,Frequency of Use,Satisfaction Rating,What Do You Like Most?,Likelihood to Recommend,Fraud Concerns,App Improvement,Safe to Use,Data Handling,Unsolicited Messages,Comments/Suggestions
Instagram,Monthly,5,Features,3,Inconsistent behavior across devices,Features,Yes,Not Sure,"Yes, occasionally",No comments
Telegram,Never,2,Ease of use,1,None,Customer Support,Not Sure,No,"Yes, regularly",No comments
Hulu,Monthly,4,Speed/Performance,4,Inconsistent behavior across devices,Speed/Performance,Not Sure,Not Sure,"Yes, regularly",No comments
Trello,Weekly,1,Speed/Performance,4,Inconsistent behavior across devices,Speed/Performance,No,Not Sure,"Yes, occasionally",Suggestions for improvement
Disney+,Weekly,3,Speed/Performance,5,Inconsistent behavior across devices,Speed/Performance,Yes,No,"No, never",Suggestions for improvement
Strava,Rarely,2,Customer Support,5,Frequent crashes or slow performance,Bug Fixes,No,Not Sure,"Yes, occasionally",Suggestions for improvement
Headspace,Never,1,Design/UI,5,Unexplained data collection,Speed/Performance,No,No,"No, never",No comments
Microsoft Word,Weekly,3,Ease of use,4,None,Features,No,Not Sure,"No, never",No comments
Quizlet,Weekly,1,Features,3,Unexplained data collection,Security,Yes,Not Sure,"No, never",No comments
Candy Crush Saga,Daily,3,Customer Support,2,Inconsistent behavior across devices,User Interface,Yes,Yes,"No, never",No comments
Hulu,Weekly,2,Customer Support,2,Suspicious permissions request,Customer Support,Yes,No,"Yes, occasionally",Suggestions for improvement
Twitter,Never,4,Ease of use,4,Inconsistent behavior across devices,Features,No,No,"Yes, regularly",Suggestions for improvement
Flipboard,Monthly,1,Speed/Performance,3,Inconsistent behavior across devices,Customer Support,Not Sure,Yes,"No, never",No comments
Candy Crush Saga,Monthly,5,Customer Support,2,Unexplained data collection,Speed/Performance,Not Sure,Not Sure,"Yes, regularly",No comments
Microsoft Word,Daily,2,Speed/Performance,5,Frequent crashes or slow performance,Security,Yes,Yes,"Yes, occasionally",No comments
Evernote,Weekly,5,Speed/Performance,4,Inconsistent behavior across devices,Features,Yes,Yes,"No, never",Suggestions for improvement
Flipboard,Daily,4,Ease of use,4,Unexplained data collection,Customer Support,No,Yes,"Yes, occasionally",No comments
Snapchat,Never,3,Features,1,Suspicious permissions request,Speed/Performance,No,Not Sure,"No, never",No comments
Snapchat,Rarely,1,Speed/Performance,1,Suspicious permissions request,Speed/Performance,Not Sure,Yes,"No, never",No comments
Facebook,Rarely,4,Customer Support,1,Frequent crashes or slow performance,Bug Fixes,Yes,No,"Yes, occasionally",No comments
Netflix,Monthly,3,Ease of use,3,Inconsistent behavior across devices,Features,Yes,No,"No, never",No comments
Spotify,Never,2,Design/UI,5,Unexplained data collection,User Interface,Yes,Not Sure,"Yes, regularly",No comments
Instagram,Monthly,1,Features,1,Frequent crashes or slow performance,Features,No,Yes,"No, never",Suggestions for improvement
Pinterest,Daily,3,Ease of use,5,Suspicious permissions request,Customer Support,No,Yes,"No, never",No comments
Skype,Never,4,Design/UI,5,Suspicious permissions request,Security,Yes,Not Sure,"No, never",No comments
Skype,Rarely,5,Features,2,None,Speed/Performance,Not Sure,No,"Yes, regularly",No comments
Among Us,Daily,5,Features,4,Suspicious permissions request,User Interface,Yes,Yes,"No, never",No comments
Pinterest,Rarely,1,Ease of use,2,None,Security,No,Yes,"Yes, regularly",Suggestions for improvement
Spotify,Daily,4,Speed/Performance,3,None,Security,No,Yes,"Yes, occasionally",Suggestions for improvement
Khan Academy,Monthly,2,Design/UI,5,Suspicious permissions request,Features,Yes,No,"No, never",No comments
Telegram,Monthly,2,Design/UI,4,Suspicious permissions request,Features,No,Not Sure,"No, never",Suggestions for improvement
Calm,Never,4,Features,3,Inconsistent behavior across devices,Customer Support,Yes,No,"Yes, occasionally",Suggestions for improvement
Quizlet,Daily,3,Speed/Performance,4,Suspicious permissions request,Features,Not Sure,No,"Yes, occasionally",No comments
Google News,Rarely,3,Speed/Performance,5,None,Features,Not Sure,Yes,"Yes, regularly",No comments
Among Us,Weekly,5,Design/UI,3,Frequent crashes or slow performance,Bug Fixes,Not Sure,No,"No, never",No comments
Instagram,Monthly,5,Speed/Performance,3,Inconsistent behavior across devices,Bug Fixes,No,Yes,"Yes, regularly",No comments
Skype,Weekly,3,Ease of use,2,Inconsistent behavior across devices,Bug Fixes,Yes,Not Sure,"Yes, occasionally",Suggestions for improvement
Calm,Weekly,2,Ease of use,5,Suspicious permissions request,Features,Yes,Yes,"Yes, regularly",No comments
Fortnite,Daily,3,Customer Support,2,Unexplained data collection,Bug Fixes,Not Sure,No,"No, never",Suggestions for improvement
Google Docs,Rarely,2,Speed/Performance,1,Frequent crashes or slow performance,Features,Yes,Yes,"No, never",Suggestions for improvement
MyFitnessPal,Daily,2,Ease of use,1,Inconsistent behavior across devices,Features,Not Sure,No,"No, never",No comments
Netflix,Never,4,Design/UI,4,Inconsistent behavior across devices,Security,Not Sure,No,"Yes, occasionally",No comments
Slack,Monthly,3,Ease of use,1,None,Security,Yes,Not Sure,"No, never",No comments
Instagram,Never,1,Customer Support,2,Suspicious permissions request,Customer Support,No,No,"Yes, regularly",No comments
Candy Crush Saga,Daily,5,Design/UI,5,None,Customer Support,Yes,Not Sure,"Yes, occasionally",Suggestions for improvement
PUBG Mobile,Monthly,2,Ease of use,1,Unexplained data collection,Customer Support,Yes,No,"No, never",No comments
Google News,Never,3,Features,5,None,Customer Support,No,Not Sure,"Yes, occasionally",No comments
Clash of Clans,Monthly,1,Ease of use,5,Frequent crashes or slow performance,Features,Not Sure,No,"Yes, occasionally",No comments
Headspace,Rarely,3,Features,4,Unexplained data collection,Features,Not Sure,No,"Yes, regularly",Suggestions for improvement
Disney+,Weekly,5,Customer Support,3,Unexplained data collection,Features,No,Yes,"No, never",No comments
Fortnite,Rarely,1,Ease of use,5,None,Security,Yes,No,"Yes, occasionally",No comments
Twitter,Rarely,2,Features,2,Suspicious permissions request,Customer Support,No,No,"No, never",No comments
Clash of Clans,Daily,1,Customer Support,2,None,User Interface,No,No,"No, never",Suggestions for improvement
Twitter,Daily,5,Speed/Performance,3,Frequent crashes or slow performance,Customer Support,Not Sure,No,"Yes, occasionally",Suggestions for improvement
PUBG Mobile,Monthly,3,Speed/Performance,4,Suspicious permissions request,Bug Fixes,Not Sure,Not Sure,"Yes, occasionally",Suggestions for improvement
Duolingo,Monthly,2,Ease of use,3,Frequent crashes or slow performance,Bug Fixes,Yes,Not Sure,"Yes, regularly",No comments
Instagram,Never,5,Features,3,Frequent crashes or slow performance,Bug Fixes,Not Sure,Yes,"No, never",No comments
Spotify,Monthly,4,Speed/Performance,2,Unexplained data collection,Features,Not Sure,Yes,"Yes, regularly",No comments
Pinterest,Never,4,Design/UI,5,Inconsistent behavior across devices,User Interface,Not Sure,Yes,"Yes, occasionally",No comments
WhatsApp,Daily,1,Speed/Performance,4,None,Security,Not Sure,No,"Yes, regularly",No comments
CNN,Daily,2,Design/UI,1,None,Bug Fixes,No,Not Sure,"No, never",No comments
Trello,Weekly,4,Speed/Performance,2,Suspicious permissions request,Features,Yes,Not Sure,"Yes, occasionally",No comments
Among Us,Daily,5,Features,4,Frequent crashes or slow performance,Security,Yes,Yes,"Yes, regularly",Suggestions for improvement
Instagram,Daily,4,Features,3,Inconsistent behavior across devices,Features,Not Sure,Yes,"Yes, regularly",Suggestions for improvement
Fitbit,Monthly,4,Design/UI,5,Inconsistent behavior across devices,Bug Fixes,No,Yes,"Yes, regularly",Suggestions for improvement
YouTube,Rarely,1,Features,5,Inconsistent behavior across devices,Bug Fixes,Yes,Not Sure,"Yes, occasionally",No comments
CNN,Monthly,2,Customer Support,4,None,Security,No,Yes,"Yes, regularly",Suggestions for improvement
Coursera,Weekly,3,Features,5,None,Customer Support,Yes,Not Sure,"Yes, regularly",No comments
CNN,Rarely,5,Ease of use,4,Unexplained data collection,Speed/Performance,No,No,"Yes, regularly",Suggestions for improvement
MyFitnessPal,Weekly,3,Customer Support,2,Unexplained data collection,Security,Not Sure,No,"No, never",No comments
Calm,Monthly,5,Customer Support,5,None,Features,Yes,No,"No, never",No comments
WhatsApp,Daily,2,Design/UI,1,Unexplained data collection,Speed/Performance,Not Sure,Yes,"Yes, regularly",No comments
Quizlet,Monthly,2,Features,1,Inconsistent behavior across devices,Speed/Performance,No,No,"Yes, regularly",No comments
Instagram,Daily,1,Design/UI,2,Frequent crashes or slow performance,Security,No,No,"Yes, regularly",No comments
Flipboard,Rarely,3,Features,4,Inconsistent behavior across devices,Speed/Performance,No,Yes,"Yes, regularly",No comments
Microsoft Word,Daily,1,Ease of use,2,Inconsistent behavior across devices,Bug Fixes,No,Not Sure,"Yes, occasionally",No comments
Facebook Messenger,Rarely,1,Customer Support,1,None,Speed/Performance,No,No,"Yes, regularly",No comments
Disney+,Weekly,5,Features,2,Unexplained data collection,Security,No,Not Sure,"Yes, occasionally",Suggestions for improvement
PUBG Mobile,Rarely,3,Ease of use,2,Frequent crashes or slow performance,Bug Fixes,Yes,Not Sure,"Yes, occasionally",Suggestions for improvement
Facebook,Weekly,5,Customer Support,3,Suspicious permissions request,Speed/Performance,Not Sure,Yes,"Yes, occasionally",No comments
Microsoft Word,Never,1,Speed/Performance,5,Inconsistent behavior across devices,Features,Yes,Not Sure,"Yes, occasionally",No comments
CNN,Rarely,2,Ease of use,1,Frequent crashes or slow performance,Customer Support,Yes,Yes,"Yes, regularly",No comments
Fitbit,Weekly,3,Design/UI,4,Suspicious permissions request,Features,Not Sure,Yes,"No, never",No comments
Instagram,Weekly,5,Design/UI,3,None,Bug Fixes,No,Yes,"Yes, regularly",Suggestions for improvement
YouTube,Weekly,1,Speed/Performance,4,Frequent crashes or slow performance,Features,Not Sure,No,"Yes, occasionally",No comments
Facebook Messenger,Weekly,5,Speed/Performance,2,Inconsistent behavior across devices,User Interface,Yes,Yes,"Yes, occasionally",No comments
Flipboard,Monthly,4,Ease of use,2,Inconsistent behavior across devices,User Interface,Yes,No,"Yes, regularly",No comments
Facebook Messenger,Never,3,Customer Support,1,Inconsistent behavior across devices,Bug Fixes,Not Sure,Yes,"Yes, occasionally",No comments
Coursera,Rarely,2,Ease of use,5,Inconsistent behavior across devices,Security,Not Sure,Yes,"Yes, regularly",No comments
MyFitnessPal,Weekly,3,Ease of use,2,Suspicious permissions request,Security,Yes,No,"Yes, regularly",No comments
Netflix,Monthly,2,Ease of use,3,None,User Interface,No,Not Sure,"No, never",Suggestions for improvement
Facebook Messenger,Never,1,Speed/Performance,5,None,Bug Fixes,Yes,Yes,"Yes, regularly",No comments
Disney+,Never,1,Speed/Performance,5,Inconsistent behavior across devices,User Interface,No,Not Sure,"No, never",No comments
Strava,Weekly,4,Ease of use,4,Inconsistent behavior across devices,Speed/Performance,No,Not Sure,"Yes, occasionally",Suggestions for improvement
Twitter,Weekly,2,Design/UI,5,Unexplained data collection,Features,Not Sure,Not Sure,"No, never",No comments
CNN,Never,3,Features,2,Inconsistent behavior across devices,Features,No,Yes,"Yes, occasionally",No comments
Khan Academy,Weekly,3,Ease of use,3,Frequent crashes or slow performance,Bug Fixes,Yes,Not Sure,"No, never",No comments
Fitbit,Weekly,3,Features,2,Inconsistent behavior across devices,User Interface,Not Sure,No,"Yes, occasionally",No comments
Spotify,Rarely,3,Customer Support,5,None,Features,Not Sure,Not Sure,"Yes, regularly",Suggestions for improvement
Duolingo,Never,2,Ease of use,5,Inconsistent behavior across devices,Customer Support,Yes,Not Sure,"Yes, regularly",Suggestions for improvement
Fortnite,Daily,1,Ease of use,1,Suspicious permissions request,Customer Support,Not Sure,No,"Yes, occasionally",No comments
Facebook,Never,3,Customer Support,3,Suspicious permissions request,Security,Not Sure,No,"Yes, occasionally",No comments
Pinterest,Monthly,4,Features,2,None,Features,Yes,Yes,"Yes, regularly",Suggestions for improvement
Headspace,Weekly,5,Ease of use,5,Inconsistent behavior across devices,Bug Fixes,Not Sure,Yes,"No, never",Suggestions for improvement
The New York Times,Rarely,4,Customer Support,4,None,User Interface,Yes,Yes,"No, never",Suggestions for improvement
Headspace,Never,3,Features,5,Unexplained data collection,Bug Fixes,No,Yes,"Yes, occasionally",Suggestions for improvement
Headspace,Weekly,3,Ease of use,4,Suspicious permissions request,User Interface,No,No,"Yes, occasionally",Suggestions for improvement
Clash of Clans,Rarely,4,Features,2,None,Features,Yes,Yes,"Yes, occasionally",No comments
Slack,Weekly,5,Speed/Performance,1,None,Features,Not Sure,Yes,"Yes, occasionally",No comments
Twitter,Daily,2,Design/UI,2,Unexplained data collection,Customer Support,Not Sure,No,"No, never",No comments
WhatsApp,Rarely,2,Features,2,Inconsistent behavior across devices,Security,Not Sure,Yes,"No, never",No comments
Fortnite,Weekly,1,Design/UI,3,Inconsistent behavior across devices,Speed/Performance,Yes,Not Sure,"No, never",Suggestions for improvement
BBC News,Weekly,1,Features,2,Frequent crashes or slow performance,Features,Yes,Yes,"No, never",No comments
Fortnite,Rarely,4,Customer Support,5,None,Security,No,Not Sure,"Yes, regularly",No comments
WhatsApp,Never,3,Design/UI,4,Inconsistent behavior across devices,Speed/Performance,Not Sure,No,"No, never",No comments
Google News,Never,5,Customer Support,2,Unexplained data collection,Customer Support,Not Sure,Not Sure,"No, never",No comments
Hulu,Never,1,Ease of use,5,Unexplained data collection,Features,No,Not Sure,"Yes, regularly",No comments
Facebook,Weekly,4,Speed/Performance,3,None,Features,Yes,Yes,"No, never",No comments
CNN,Monthly,4,Design/UI,2,Suspicious permissions request,Security,Not Sure,Not Sure,"Yes, regularly",No comments
Microsoft Word,Never,2,Features,3,Suspicious permissions request,Features,Not Sure,Yes,"Yes, occasionally",Suggestions for improvement
Calm,Rarely,4,Features,1,Suspicious permissions request,Security,No,No,"No, never",No comments
The New York Times,Monthly,5,Ease of use,2,Inconsistent behavior across devices,Bug Fixes,Not Sure,Not Sure,"Yes, occasionally",No comments
Google Docs,Weekly,4,Speed/Performance,1,None,User Interface,Yes,No,"Yes, regularly",No comments
Clash of Clans,Monthly,2,Features,3,Inconsistent behavior across devices,Speed/Performance,Yes,Yes,"No, never",No comments
Coursera,Rarely,5,Customer Support,3,None,Bug Fixes,Yes,Not Sure,"Yes, regularly",No comments
Clash of Clans,Rarely,5,Design/UI,3,Unexplained data collection,Speed/Performance,No,No,"Yes, occasionally",No comments
Skype,Daily,4,Features,1,Inconsistent behavior across devices,Bug Fixes,Not Sure,Yes,"Yes, regularly",No comments
Calm,Never,3,Features,1,None,Security,No,No,"Yes, regularly",No comments
Evernote,Daily,2,Design/UI,2,Suspicious permissions request,Features,Not Sure,No,"Yes, occasionally",No comments
Flipboard,Daily,5,Features,3,Inconsistent behavior across devices,Features,Yes,No,"Yes, occasionally",No comments
Headspace,Rarely,2,Customer Support,3,Frequent crashes or slow performance,Security,Yes,Yes,"Yes, regularly",Suggestions for improvement
Evernote,Monthly,2,Customer Support,1,Suspicious permissions request,Features,Not Sure,Not Sure,"No, never",No comments
Khan Academy,Never,3,Ease of use,2,Unexplained data collection,Features,Yes,Not Sure,"Yes, occasionally",No comments
MyFitnessPal,Daily,4,Ease of use,5,Suspicious permissions request,Features,Yes,Yes,"Yes, occasionally",No comments
Calm,Never,2,Design/UI,2,Unexplained data collection,Customer Support,Yes,Not Sure,"Yes, occasionally",No comments
Trello,Rarely,2,Speed/Performance,4,Unexplained data collection,Speed/Performance,Not Sure,Yes,"Yes, regularly",No comments
Snapchat,Weekly,4,Features,4,Unexplained data collection,Customer Support,Not Sure,Not Sure,"Yes, occasionally",No comments
Calm,Never,5,Customer Support,3,Frequent crashes or slow performance,Customer Support,Not Sure,Not Sure,"No, never",No comments
